Date,Package,Title
2017-10-03,confinterpret,Descriptive Interpretations of Confidence Intervals
2017-10-03,ecd,Elliptic Lambda Distribution and Option Pricing Model
2017-10-03,fedreporter,Interface to Federal 'RePORTER' API
2017-10-02,additiveDEA,Additive Data Envelopment Analysis Models
2017-10-02,ConSpline,"Partial Linear Least-Squares Regression using Constrained
Splines"
2017-10-02,DoubleCone,Test Against Parametric Regression Function
2017-10-02,EnergyOnlineCPM,"Distribution Free Multivariate Control Chart Based on Energy
Test"
2017-10-02,exactci,"Exact P-Values and Matching Confidence Intervals for Simple
Discrete Parametric Cases"
2017-10-02,ggallin,Grab Bag of 'ggplot2' Functions
2017-10-02,nzelect,New Zealand Election Data
2017-10-02,RSwissMaps,Plot and Save Customised Swiss Maps
2017-10-02,SigTree,"Identify and Visualize Significantly Responsive Branches in a
Phylogenetic Tree"
2017-10-02,SPYvsSPY,Spy vs. Spy Data
2017-10-02,triangle,"Provides the Standard Distribution Functions for the Triangle
Distribution"
2017-10-02,TSCS,Time Series Cointegrated System
2017-10-01,msaR,Multiple Sequence Alignment for R Shiny
2017-10-01,realestateDK,A Wrapper for the API of the Danish Housing Market Statistics
2017-10-01,teamcolors,Color Palettes for Pro Sports Teams
2017-09-30,msu,Multivariate Symmetric Uncertainty and Other Measurements
2017-09-30,SimTimeVar,"Simulate Longitudinal Dataset with Time-Varying Correlated
Covariates"
2017-09-30,statsDK,A Wrapper for the API of Statistics Denmark
2017-09-29,apercu,Quick Look at your Data
2017-09-29,CHMM,Coupled Hidden Markov Models
2017-09-29,htmltidy,Tidy Up and Test XPath Queries on HTML and XML Content
2017-09-29,MFKnockoffs,Model-Free Knockoff Filter for Controlled Variable Selection
2017-09-29,mmpp,"Various Similarity and Distance Metrics for Marked Point
Processes"
2017-09-29,pairwise,Rasch Model Parameters by Pairwise Algorithm
2017-09-29,RCPmod,Regions of Common Profiles Modelling with Mixtures-of-Experts
2017-09-29,rdrop2,Programmatic Interface to the 'Dropbox' API
2017-09-29,vcdExtra,'vcd' Extensions and Additions
2017-09-28,breakfast,Multiple Change-Point Detection and Segmentation
2017-09-28,chopthin,The Chopthin Resampler
2017-09-28,dataRetrieval,"Retrieval Functions for USGS and EPA Hydrologic and Water
Quality Data"
2017-09-28,enaR,Tools for Ecological Network Analysis
2017-09-28,gesca,Generalized Structured Component Analysis (GSCA)
2017-09-28,glacierSMBM,Glacier Surface Mass Balance Model
2017-09-28,isnullptr,Check if an 'externalptr' is a Null Pointer
2017-09-28,pder,Panel Data Econometrics with R
2017-09-28,pifpaf,"Potential Impact Fraction and Population Attributable Fraction
for Cross-Sectional Data"
2017-09-28,quickReg,"Build Regression Models Quickly and Display the Results Using
'ggplot2'"
2017-09-28,repfdr,Replicability Analysis for Multiple Studies of High Dimension
2017-09-27,colourpicker,"A Colour Picker Tool for Shiny and for Selecting Colours in
Plots"
2017-09-27,ecoseries,"An R Interface to Brazilian Central Bank and Sidra APIs and the
IPEA Data"
2017-09-27,etl,Extract-Transform-Load Framework for Medium Data
2017-09-27,EventStudy,Event Study Analysis
2017-09-27,importar,"Enables Importing/Loading of Packages or Functions While
Creating an Alias for Them"
2017-09-27,kfda,Kernel Fisher Discriminant Analysis
2017-09-27,LFDREmpiricalBayes,"Estimating Local False Discovery Rates Using Empirical Bayes
Methods"
2017-09-27,MNP,R Package for Fitting the Multinomial Probit Model
2017-09-27,sampSurf,Sampling Surface Simulation for Areal Sampling Methods
2017-09-27,tau,Text Analysis Utilities
2017-09-27,tinyProject,A Lightweight Template for Data Analysis Projects
2017-09-26,BNPMIXcluster,"Bayesian Nonparametric Model for Clustering with Mixed Scale
Variables"
2017-09-26,coinmarketcapr,Get Cryptocurrencies Market Cap Prices from Coin Market Cap
2017-09-25,d3plus,Seamless 'D3Plus' Integration
2017-09-25,econullnetr,Null Model Analysis for Ecological Networks
2017-09-25,prioritylasso,Analyzing Multiple Omics Data with an Offset Approach
2017-09-25,RDML,"Importing Real-Time Thermo Cycler (qPCR) Data from RDML Format
Files"
2017-09-25,Rpdb,"Read, Write, Visualize and Manipulate PDB Files"
2017-09-25,svd,Interfaces to Various State-of-Art SVD and Eigensolvers
2017-09-25,TreeSimGM,"Simulating Phylogenetic Trees under General Bellman Harris and
Lineage Shift Model"
2017-09-25,wrswoR.benchmark,"Benchmark and Correctness Data for Weighted Random Sampling
Without Replacement"
2017-09-25,wsrf,Weighted Subspace Random Forest for Classification
2017-09-24,ICBayes,Bayesian Semiparametric Models for Interval-Censored Data
2017-09-24,MatrixCorrelation,Matrix Correlation Coefficients
2017-09-23,apex,Phylogenetic Methods for Multiple Gene Data
2017-09-23,wikipediatrend,Public Subject Attention via Wikipedia Page View Statistics
2017-09-22,leabRa,The Artificial Neural Networks Algorithm Leabra
2017-09-22,mosaicModel,"An Interface to Statistical Modeling Independent of Model
Architecture"
2017-09-22,OBMbpkg,Estimate the Population Size for the Mb Capture-Recapture Model
2017-09-22,rase,"Range Ancestral State Estimation for Phylogeography and
Comparative Analyses"
2017-09-22,RcmdrPlugin.sutteForecastR,'Rcmdr' Plugin for Alpha-Sutte Indicator 'sutteForecastR'
2017-09-22,regexSelect,Regular Expressions in 'shiny' Select Lists
2017-09-22,traits,Species Trait Data from Around the Web
2017-09-22,USCF,Elo Rating of a USCF Member
2017-09-22,WikidataR,API Client Library for 'Wikidata'
2017-09-21,AbsFilterGSEA,"Improved False Positive Control of Gene-Permuting GSEA with
Absolute Filtering"
2017-09-21,brazilmaps,Brazilian Maps from Different Geographic Levels
2017-09-21,magicLamp,'WeMo Switch' Smart Plug Utilities
2017-09-21,QLearning,Reinforcement Learning using the Q Learning Algorithm
2017-09-21,softermax,Read Exported Data from 'SoftMax Pro'
2017-09-20,BradleyTerry2,Bradley-Terry Models
2017-09-20,cptec,An Interface to the 'CPTEC/INPE' API
2017-09-20,darksky,Tools to Work with the 'Dark Sky' 'API'
2017-09-20,ensemblepp,Ensemble Postprocessing Data Sets
2017-09-20,FDRSeg,FDR-Control in Multiscale Change-Point Segmentation
2017-09-20,prettymapr,"Scale Bar, North Arrow, and Pretty Margins in R"
2017-09-20,ROI.plugin.clp,"'Clp (Coin-or linear programming)' Plugin for the 'R'
Optimization Interface"
2017-09-20,SOIL,Sparsity Oriented Importance Learning
2017-09-19,binaryGP,"Fit and Predict a Gaussian Process Model with (Time-Series)
Binary Response"
2017-09-19,BMT,The BMT Distribution
2017-09-19,candisc,"Visualizing Generalized Canonical Discriminant and Canonical
Correlation Analysis"
2017-09-19,COCONUT,COmbat CO-Normalization Using conTrols (COCONUT)
2017-09-19,curvecomp,Multiple Curve Comparisons Using Parametric Bootstrap
2017-09-19,envDocument,Document the R Working Environment
2017-09-19,EQUIVNONINF,Testing for Equivalence and Noninferiority
2017-09-19,fusionclust,Clustering and Feature Screening using L1 Fusion Penalty
2017-09-19,gma,Granger Mediation Analysis
2017-09-19,IGP,Interchangeable Gaussian Process Models
2017-09-19,kpeaks,Determination of K Using Peak Counts of Features for Clustering
2017-09-19,lgtdl,A Set of Methods for Longitudinal Data Objects
2017-09-19,qvcalc,Quasi Variances for Factor Effects in Statistical Models
2017-09-19,SiER,"Signal Extraction Approach for Sparse Multivariate Response
Regression"
2017-09-19,stochvol,"Efficient Bayesian Inference for Stochastic Volatility (SV)
Models"
2017-09-19,sure,Surrogate Residuals for Ordinal and General Regression Models
2017-09-18,BNSL,Bayesian Network Structure Learning
2017-09-18,egcm,Engle-Granger Cointegration Models
2017-09-18,leafSTAR,Silhouette to Area Ratio of Tilted Surfaces
2017-09-18,mcMST,A Toolbox for the Multi-Criteria Minimum Spanning Tree Problem
2017-09-18,prefmod,Utilities to Fit Paired Comparison Models for Preferences
2017-09-18,scaleboot,Approximately Unbiased P-Values via Multiscale Bootstrap
2017-09-18,tsgui,Gui for Simulating Time Series
2017-09-17,cytominer,Methods for Image-Based Cell Profiling
2017-09-17,randnet,Random Network Model Selection and Parameter Tuning
2017-09-17,rbtt,"Alternative Bootstrap-Based t-Test Aiming to Reduce Type-I Error
for Non-Negative, Zero-Inflated Data"
2017-09-17,SampleSize4ClinicalTrials,"Sample Size Calculation for Mean and Proportion Comparisons in
Phase 3 Clinical Trials"
2017-09-16,crayon,Colored Terminal Output
2017-09-16,DES,Discrete Event Simulation
2017-09-16,forestplot,Advanced Forest Plot Using 'grid' Graphics
2017-09-16,gensphere,Generalized Spherical Distributions
2017-09-16,googleComputeEngineR,R Interface with Google Compute Engine
2017-09-16,MsdeParEst,"Parametric Estimation in Mixed-Effects Stochastic Differential
Equations"
2017-09-16,mvmesh,Multivariate Meshes and Histograms in Arbitrary Dimensions
2017-09-16,PKI,Public Key Infrastucture for R Based on the X.509 Standard
2017-09-16,SphericalCubature,"Numerical Integration over Spheres and Balls in n-Dimensions;
Multivariate Polar Coordinates"
2017-09-16,wildcard,Templates for Data Frames
2017-09-15,AurieLSHGaussian,"Creates a Neighbourhood Using Locality Sensitive Hashing for
Gaussian Projections"
2017-09-15,CATTexact,"Computation of the p-Value for the Exact Conditional
Cochran-Armitage Trend Test"
2017-09-15,DoE.wrapper,Wrapper Package for Design of Experiments Functionality
2017-09-15,fastcox,"Lasso and Elastic-Net Penalized Cox's Regression in High
Dimensions Models using the Cocktail Algorithm"
2017-09-15,gglasso,Group Lasso Penalized Learning Using a Unified BMD Algorithm
2017-09-15,Gmedian,"Geometric Median, k-Median Clustering and Robust Median PCA"
2017-09-15,gradientPickerD3,"Interactive Color Gradient Picker Using 'htmlwidgets' and the
Modified JS Script 'jquery-gradient-picker'"
2017-09-15,heemod,Markov Models for Health Economic Evaluations
2017-09-15,linemap,Line Maps
2017-09-15,MFT,The Multiple Filter Test for Change Point Detection
2017-09-15,veccompare,"Perform Set Operations on Vectors, Automatically Generating All
n-Wise Comparisons, and Create Markdown Output"
2017-09-14,alineR,Alignment of Phonetic Sequences Using the 'ALINE' Algorithm
2017-09-14,CausalImpact,"Inferring Causal Effects using Bayesian Structural Time-Series
Models"
2017-09-14,causalMGM,Causal Learning of Mixed Graphical Models
2017-09-14,MAMS,Designing Multi-Arm Multi-Stage Studies
2017-09-14,mmand,Mathematical Morphology in Any Number of Dimensions
2017-09-13,ADPF,"Use Least Squares Polynomial Regression and Statistical Testing
to Improve Savitzky-Golay"
2017-09-13,asdreader,Reading ASD Binary Files in R
2017-09-12,auto.pca,Automatic Variable Reduction Using Principal Component Analysis
2017-09-12,BSSasymp,"Asymptotic Covariance Matrices of Some BSS Mixing and Unmixing
Matrix Estimates"
2017-09-12,DCD,Differential Community Detection in Paired Biological Networks
2017-09-12,dosresmeta,Multivariate Dose-Response Meta-Analysis
2017-09-12,fICA,"Classical, Reloaded and Adaptive FastICA Algorithms"
2017-09-12,FractalParameterEstimation,"Simulation and Parameter Estimation of Randomized Sierpinski
Carpets using the p-p-p-q-Model"
2017-09-12,gains,Lift (Gains) Tables and Charts
2017-09-12,medmod,Simple Mediation and Moderation Analysis
2017-09-12,PredPsych,Predictive Approaches in Psychology
2017-09-12,qtlbook,Datasets for the R/qtl Book
2017-09-12,sparsebn,Learning Sparse Bayesian Networks from High-Dimensional Data
2017-09-12,unifDAG,Uniform Sampling of Directed Acyclic Graphs
2017-09-11,BayesCR,"Bayesian Analysis of Censored Regression Models Under Scale
Mixture of Skew Normal Distributions"
2017-09-11,bmp,Read Windows Bitmap (BMP) Images
2017-09-11,GauPro,Gaussian Process Fitting
2017-09-11,gmt,Interface Between GMT Map-Making Software and R
2017-09-11,mvna,"Nelson-Aalen Estimator of the Cumulative Hazard in Multistate
Models"
2017-09-11,nos,Compute Node Overlap and Segregation in Ecological Networks
2017-09-11,opendotaR,Interface for OpenDota API
2017-09-11,showtextdb,Font Files for the 'showtext' Package
2017-09-11,sutteForecastR,Forecasting Data using Alpha-Sutte Indicator
2017-09-11,svglite,An 'SVG' Graphics Device
2017-09-11,TideCurves,Analysis and Prediction of Tides
2017-09-11,TideTables,Tide Analysis and Prediction of Predominantly Semi-Diurnal Tides
2017-09-10,discretecdAlgorithm,"Coordinate-Descent Algorithm for Learning Sparse Discrete
Bayesian Networks"
2017-09-10,MTSYS,Methods in Mahalanobis-Taguchi (MT) System
2017-09-09,GeoMongo,Geospatial Queries Using 'PyMongo'
2017-09-09,gridExtra,"Miscellaneous Functions for ""Grid"" Graphics"
2017-09-09,jointDiag,Joint Approximate Diagonalization of a Set of Square Matrices
2017-09-09,RTaxometrics,Taxometric Analysis
2017-09-08,openintro,Data Sets and Supplemental Functions from 'OpenIntro' Textbooks
2017-09-08,repurrrsive,Examples of Recursive Lists and Nested or Split Data Frames
2017-09-08,SMM,"Simulation and Estimation of Multi-State Discrete-Time
Semi-Markov and Markov Models"
2017-09-08,varbvs,"Large-Scale Bayesian Variable Selection Using Variational
Methods"
2017-09-07,AWR,'AWS' Java 'SDK' for R
2017-09-07,backShift,Learning Causal Cyclic Graphs from Unknown Shift Interventions
2017-09-07,Bios2cor,"From Biological Sequences and Simulations to Correlation
Analysis"
2017-09-07,cprr,Functions for Working with Danish CPR Numbers
2017-09-07,mapReasy,"Producing Administrative Boundary Map with Additional Features
Embedded"
2017-09-07,modelwordcloud,Model Word Clouds
2017-09-07,multilaterals,Transitive Index Numbers for Cross-Sections and Panel Data
2017-09-07,PakPMICS2014Ch,"Multiple Indicator Cluster Survey (MICS) 2014 Child
Questionnaire Data for Punjab, Pakistan"
2017-09-07,PakPMICS2014HH,"Multiple Indicator Cluster Survey (MICS) 2014 Household
Questionnaire Data for Punjab, Pakistan"
2017-09-07,PakPMICS2014HL,"Multiple Indicator Cluster Survey (MICS) 2014 Household Listing
Questionnaire Data for Punjab, Pakistan"
2017-09-07,PakPMICS2014Wm,"Multiple Indicator Cluster Survey (MICS) 2014 Women
Questionnaire Data for Punjab, Pakistan"
2017-09-07,simex,SIMEX- And MCSIMEX-Algorithm for Measurement Error Models
2017-09-07,unjoin,Separate a Data Frame by Normalization
2017-09-06,csabounds,Bounds on Distributional Treatment Effect Parameters
2017-09-06,madrat,May All Data be Reproducible and Transparent (MADRaT) *
2017-09-06,magclass,Data Class and Tools for Handling Spatial-Temporal Data
2017-09-06,Ohit,OGA+HDIC+Trim and High-Dimensional Linear Regression Models
2017-09-06,SpatialPosition,Spatial Position Models
2017-09-06,survPresmooth,Presmoothed Estimation in Survival Analysis
2017-09-06,TNC,Temporal Network Centrality (TNC) Measures
2017-09-06,UdderQuarterInfectionData,Udder Quarter Infection Data
2017-09-05,clusterPower,"Power Calculations for Cluster-Randomized and Cluster-Randomized
Crossover Trials"
2017-09-05,FuzzyNumbers.Ext.2,Apply Two Fuzzy Numbers on a Monotone Function
2017-09-05,RcextTools,"Analytical Procedures in Support of Brazilian Public Sector
External Auditing"
2017-09-05,VDSPCalibration,"Statistical Methods for Designing and Analyzing a Calibration
Study"
2017-09-04,billboard,Contains Data of Billboard Hot 100 Songs
2017-09-04,BosonSampling,Classical Boson Sampling
2017-09-04,cbanalysis,Coffee Break Descriptive Analysis
2017-09-04,dplyrAssist,"RStudio Addin for Teaching and Learning Data Manipulation Using
'dplyr'"
2017-09-04,freqdom.fda,Functional Time Series: Dynamic Functional Principal Components
2017-09-04,re2r,RE2 Regular Expression
2017-09-04,RGeode,Geometric Density Estimation
2017-09-04,threshr,Threshold Selection and Uncertainty for Extreme Value Analysis
2017-09-03,alphavantager,Lightweight R Interface to the Alpha Vantage API
2017-09-03,doubcens,"Survivor Function Estimation for Doubly Interval-Censored
Failure Time Data"
2017-09-03,pcdpca,"Dynamic Principal Components for Periodically Correlated
Functional Time Series"
2017-09-03,ShinyImage,"Image Manipulation, with an Emphasis on Journaling"
2017-09-02,AlphaVantageClient,Wrapper for Alpha Vantage API
2017-09-02,BinarybalancedCut,Threshold Cut Point of Probability for a Binary Classifier Model
2017-09-02,Fuzzy.p.value,Computing Fuzzy p-Value
2017-09-02,recosystem,Recommender System using Matrix Factorization
2017-09-01,afpt,Tools for Modelling of Animal Flight Performance
2017-09-01,cr17,"Testing Differences Between Competing Risks Models and Their
Visualisations"
